SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Telemetry Hourly Rainfall (mm)
6602,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-08-20 13:00:00,0.5
6603,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-08-20 13:00:00,0.5
6604,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-08-20 17:00:00,3.5
6605,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-08-20 17:00:00,3.5
6606,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-08-20 18:00:00,4.5
6607,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-08-20 18:00:00,4.5
6608,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-08-20 19:00:00,0.5
6609,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-08-20 19:00:00,0.5
6610,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-08-21 12:00:00,0.5
6611,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-08-21 12:00:00,0.5
6612,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-08-21 13:00:00,2.0
6613,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-08-21 13:00:00,2.0
6614,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-08-24 05:00:00,3.0
6615,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-08-24 05:00:00,3.0
6616,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-08-24 22:00:00,4.0
6617,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-08-24 22:00:00,4.0
6618,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-08-24 23:00:00,2.0
6619,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-08-25 00:00:00,0.5
6620,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-08-26 21:00:00,1.0
6621,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-08-26 21:00:00,1.0
6622,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-08-27 20:00:00,2.5
6623,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-08-27 20:00:00,2.5
6624,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-08-27 23:00:00,384.0
6625,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-08-28 04:00:00,0.5
6626,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-08-28 05:00:00,1.5
6627,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-08-30 01:00:00,1.0
6628,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-08-30 01:00:00,1.0
6629,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-09-02 00:00:00,0.5
6630,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-09-02 00:00:00,0.5
6631,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-09-02 02:00:00,1.0
6632,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-09-02 02:00:00,1.0
6633,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-09-02 03:00:00,1.5
6634,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-09-02 03:00:00,1.5
6635,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-09-02 04:00:00,1.0
6636,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-09-02 04:00:00,1.0
6637,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-09-02 08:00:00,3.5
6638,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-09-02 08:00:00,3.5
6639,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-09-02 09:00:00,2.0
6640,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-09-02 09:00:00,2.0
6641,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-09-04 13:00:00,1.0
6642,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-09-04 13:00:00,1.0
6643,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-09-11 17:00:00,1.5
6644,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-09-11 18:00:00,10.5
6645,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-09-11 19:00:00,2.5
6646,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-09-12 01:00:00,1.5
6647,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-09-12 02:00:00,2.0
6648,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-09-12 03:00:00,3.5
6649,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-09-12 05:00:00,15.0
6650,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-09-12 06:00:00,14.0
6651,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-09-12 07:00:00,9.5
6652,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-09-12 08:00:00,8.5
6653,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-09-12 09:00:00,9.5
6654,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-09-12 10:00:00,3.0
6655,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-09-12 11:00:00,7.5
6656,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-09-12 12:00:00,6.0
6657,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-09-12 13:00:00,3.0
6658,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-09-12 14:00:00,6.0
6659,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-09-12 15:00:00,3.0
6660,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-09-12 16:00:00,3.5
6661,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-09-12 17:00:00,4.0
6662,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-09-12 18:00:00,8.0
6663,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-09-12 19:00:00,8.5
6664,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-09-12 20:00:00,4.5
6665,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-09-12 21:00:00,3.0
6666,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-09-12 22:00:00,12.0
6667,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-09-12 23:00:00,5.0
6668,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-09-13 00:00:00,1.0
6669,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-09-13 01:00:00,7.5
6670,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-09-13 02:00:00,10.5
6671,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-09-13 03:00:00,12.0
6672,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-09-13 04:00:00,5.5
6673,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-09-13 05:00:00,9.0
6674,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-09-13 06:00:00,15.0
6675,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-09-13 07:00:00,10.5
6676,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-09-13 08:00:00,18.0
6677,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-09-13 09:00:00,24.0
6678,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-09-13 10:00:00,34.0
6679,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-09-13 11:00:00,31.0
6680,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-09-13 12:00:00,31.0
6681,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-09-13 13:00:00,8.0
6682,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-09-13 14:00:00,4.0
6683,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-09-13 15:00:00,3.0
6684,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-09-13 16:00:00,1.5
6685,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-09-13 23:00:00,4.5
6686,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-09-14 00:00:00,9.0
6687,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-09-14 01:00:00,3.0
6688,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-09-14 02:00:00,3.0
6689,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-09-14 03:00:00,1.0
6690,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-09-17 07:00:00,192.0
6691,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-09-25 06:00:00,0.5
6692,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-09-27 02:00:00,0.5
6693,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-10-08 22:00:00,0.5
6694,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-12-13 18:00:00,384.0
6695,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2024-12-18 14:00:00,12.0
6698,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-01-10 02:00:00,0.5
6699,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-01-10 06:00:00,113.0
6700,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-01-16 13:00:00,0.5
6701,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-01-21 02:00:00,0.5
6702,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-01-23 06:00:00,257.0
6704,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-01-25 17:00:00,172.0
6705,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-01-26 20:00:00,129.0
6706,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-02-06 23:00:00,345.5
6707,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-02-27 14:00:00,0.5
6708,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-02-27 16:00:00,0.5
6709,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-02-27 19:00:00,1.0
6710,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-02-27 20:00:00,1.0
6711,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-02-27 21:00:00,1.0
6712,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-02-27 22:00:00,1.5
6713,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-02-28 00:00:00,2.0
6714,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-02-28 01:00:00,1.5
6715,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-02-28 02:00:00,0.5
6716,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-02-28 03:00:00,4.5
6717,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-02-28 04:00:00,3.0
6718,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-02-28 05:00:00,4.0
6719,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-02-28 06:00:00,3.0
6720,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-02-28 07:00:00,3.5
6721,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-02-28 08:00:00,4.0
6722,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-02-28 09:00:00,2.0
6723,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-02-28 10:00:00,1.0
6724,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-02-28 11:00:00,1.0
6725,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-02-28 12:00:00,0.5
6726,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-02-28 13:00:00,0.5
6727,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-02-28 14:00:00,1.0
6728,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-02-28 15:00:00,1.0
6729,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-02-28 16:00:00,1.0
6730,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-02-28 17:00:00,0.5
6731,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-03-04 16:00:00,0.5
6732,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-03-04 17:00:00,0.5
6733,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-03-04 18:00:00,0.5
6734,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-03-16 07:00:00,0.5
6735,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-03-16 10:00:00,0.5
6736,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-03-16 15:00:00,0.5
6737,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-03-16 23:00:00,0.5
6738,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-07-22 11:00:00,0.5
6739,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-07-27 01:00:00,18.0
6740,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-07-27 02:00:00,20.0
6741,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-07-27 03:00:00,0.5
6742,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-07-29 01:00:00,0.5
6743,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-07-29 03:00:00,0.5
6744,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-07-29 04:00:00,1.5
6745,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-07-29 05:00:00,5.5
6746,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-07-29 06:00:00,4.5
6747,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-07-29 07:00:00,5.0
6748,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-07-29 08:00:00,3.5
6749,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-07-29 09:00:00,1.5
6750,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-07-29 10:00:00,2.0
6751,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-07-29 11:00:00,0.5
6752,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-07-29 12:00:00,2.5
6753,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-07-29 13:00:00,1.0
6754,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-07-29 23:00:00,1.0
6755,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-07-30 02:00:00,9.5
6756,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-07-30 03:00:00,1.0
6757,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-07-30 04:00:00,0.5
6758,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-08-01 10:00:00,0.5
6759,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-08-03 21:00:00,0.5
6760,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-08-03 22:00:00,0.5
6761,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-08-04 00:00:00,0.5
6762,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-08-04 08:00:00,0.5
6763,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-08-04 09:00:00,1.0
6764,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-08-04 20:00:00,4.5
6765,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-08-04 21:00:00,3.5
6766,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-08-04 22:00:00,0.5
6767,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-08-05 14:00:00,0.5
6768,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-08-05 15:00:00,14.5
6769,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-08-05 16:00:00,19.5
6770,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-08-05 17:00:00,5.0
6771,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-08-05 18:00:00,2.5
6772,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-08-05 19:00:00,0.5
6773,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,2025-08-05 21:00:00,0.5
