village,vlcode,district,landslide_count,rainfall_station,rainfall_distance_m,river_station,river_distance_m,highway,road_distance_m,mean_slope_deg
Gahar,046027,Pauri Garhwal,0,Srinagar_2,24233.79456270532,Rudraprayag_3,32600.223745632753,tertiary,0.0,
Cham Gaon,046354,Pauri Garhwal,0,Srinagar_2,22371.080591072146,Rudraprayag_3,23486.94697258022,unclassified,0.0,
Kimkholi Chhoti,046410,Pauri Garhwal,0,Srinagar_2,21017.796705424073,Rudraprayag_3,26572.327294214807,unclassified,0.0,
Dhani Bou,046413,Pauri Garhwal,0,Srinagar_2,20889.92927594049,Rudraprayag_3,24028.342313876627,unclassified,0.0,
Ajabpur,046392,Pauri Garhwal,0,Srinagar_2,21017.40343840328,Rudraprayag_3,28162.720493226858,tertiary,0.0,
Pang,046411,Pauri Garhwal,0,Srinagar_2,21494.83781740168,Rudraprayag_3,26909.042986186534,unclassified,0.0,
Timari,046020,Pauri Garhwal,0,Srinagar_2,23228.48905997285,Rudraprayag_3,31862.850461283033,unclassified,0.0,
Gari Gaon Talla,046417,Pauri Garhwal,0,Srinagar_2,23113.090154506415,Rudraprayag_3,26057.16448649303,unclassified,0.0,
Thapali,046407,Pauri Garhwal,0,Srinagar_2,20218.72490497958,Rudraprayag_3,25427.405476105803,unclassified,0.0,
Paliyan,046393,Pauri Garhwal,0,Srinagar_2,21342.977250075925,Rudraprayag_3,28488.922495516963,tertiary,0.0,
Kyardh,046389,Pauri Garhwal,0,Srinagar_2,20364.804284384263,Rudraprayag_3,27796.548036437536,tertiary,0.0,
Kimkholi Bari,046409,Pauri Garhwal,0,Srinagar_2,21365.035217860088,Rudraprayag_3,26395.50422132927,unclassified,0.0,
Pali Gaon,046419,Pauri Garhwal,0,Srinagar_2,23942.656981690285,Rudraprayag_3,26744.47634348781,unclassified,0.0,
Gari Gaon Malla,046415,Pauri Garhwal,0,Srinagar_2,22696.045748398807,Rudraprayag_3,26072.483001903456,unclassified,0.0,
Kadola Lagga Morora,046054,Pauri Garhwal,0,Srinagar_2,19987.444636310374,Rudraprayag_3,28253.693467595705,unclassified,0.0,
Nansu,046025,Pauri Garhwal,0,Srinagar_2,23825.963134290203,Rudraprayag_3,32538.883858200414,tertiary,0.0,
Dolinda Walla,046022,Pauri Garhwal,2,Srinagar_2,23363.480792532606,Rudraprayag_3,31428.07226421022,tertiary,0.0,
Marora,046052,Pauri Garhwal,0,Srinagar_2,19398.324362055802,Rudraprayag_3,28136.91916947464,unclassified,0.0,
Ginthali,046390,Pauri Garhwal,0,Srinagar_2,20360.75046993051,Rudraprayag_3,27373.162719579,unclassified,0.0,
Bunga Dhural,046062,Pauri Garhwal,0,Srinagar_2,21252.3299187207,Rudraprayag_3,30269.609079806345,trunk,0.0,
Gaunth Pani,046017,Pauri Garhwal,0,Srinagar_2,22765.933474143963,Rudraprayag_3,31675.803919519054,unclassified,0.0,
Paruli Talli,046024,Pauri Garhwal,0,Srinagar_2,23774.80171447771,Rudraprayag_3,32290.419952045915,tertiary,0.0,
Siwal,046418,Pauri Garhwal,0,Srinagar_2,23131.284838550626,Rudraprayag_3,25836.415853828745,path,0.0,
Kathor,046021,Pauri Garhwal,0,Srinagar_2,22692.154489238368,Rudraprayag_3,30956.859485290508,tertiary,0.0,
Rishe,046412,Pauri Garhwal,0,Srinagar_2,20922.752039269424,Rudraprayag_3,24652.358970907353,unclassified,0.0,
Kandora,046028,Pauri Garhwal,1,Srinagar_2,24155.676101534646,Rudraprayag_3,32267.815893925082,tertiary,0.0,
Aneth,046033,Pauri Garhwal,2,Srinagar_2,25023.257235264897,Rudraprayag_3,33163.48194802473,unclassified,0.0,
Toli,046014,Pauri Garhwal,1,Srinagar_2,21696.28729747209,Rudraprayag_3,30226.37983710658,trunk,0.0,
Nauriyal Gaon,046051,Pauri Garhwal,0,Srinagar_2,20380.873904521348,Rudraprayag_3,29638.428992487523,trunk,0.0,
Chargarh,046420,Pauri Garhwal,0,Srinagar_2,23463.041296091924,Rudraprayag_3,27168.01955140672,unclassified,0.0,
Patoti,046362,Pauri Garhwal,0,Srinagar_2,24190.7076324797,Rudraprayag_3,24821.058191121247,tertiary,0.0,
Khwir,046016,Pauri Garhwal,1,Srinagar_2,22464.373633724463,Rudraprayag_3,30909.61074174874,tertiary,0.0,
Simtoli Gunth,046388,Pauri Garhwal,0,Srinagar_2,19575.468447886968,Rudraprayag_3,27448.709488759792,tertiary,0.0,
Jakheti,046012,Pauri Garhwal,3,Srinagar_2,21526.646803674925,Rudraprayag_3,30492.319303622568,tertiary,0.0,
Kalgarhi,046421,Pauri Garhwal,0,Srinagar_2,24438.48594547394,Rudraprayag_3,27638.577494676018,unclassified,0.0,
Jakh,046068,Pauri Garhwal,0,Srinagar_2,22314.933900907654,Rudraprayag_3,31254.22125483277,tertiary,0.0,
Markhola Lagga Pang,046408,Pauri Garhwal,0,Srinagar_2,20507.1895860715,Rudraprayag_3,25635.65153769852,unclassified,45.302635403922665,
Kola,046396,Pauri Garhwal,0,Srinagar_2,22115.58796389728,Rudraprayag_3,30020.21172945611,tertiary,0.0,
Ghiri,046013,Pauri Garhwal,0,Srinagar_2,21262.378064816483,Rudraprayag_3,30158.540976679433,trunk,0.0,
Chamali Lagga Bhandali,048041,Pauri Garhwal,0,Srinagar_2,25957.098694449596,Rudraprayag_3,32286.37983387047,track,0.0,
Kathola,046460,Pauri Garhwal,0,Srinagar_2,19656.907113410984,Rudraprayag_3,14844.343899101526,tertiary,0.0,
Pailar,046458,Pauri Garhwal,0,Srinagar_2,19452.740376764134,Rudraprayag_3,14358.715047473139,unclassified,0.0,
Byali,046434,Pauri Garhwal,0,Srinagar_2,14253.099619113716,Rudraprayag_3,12074.250991916375,unclassified,0.0,
Darmoli,046463,Pauri Garhwal,0,Srinagar_2,20197.135338210377,Rudraprayag_3,15426.014626161612,tertiary,0.0,
Malund,046445,Pauri Garhwal,0,Srinagar_2,16173.592481867132,Rudraprayag_3,13304.605965905803,unclassified,0.0,
Pabali,048006,Pauri Garhwal,0,Srinagar_2,19782.44027204635,Rudraprayag_3,25109.869828744395,unclassified,165.44733952437886,
Nao Gaon Pajyana,046439,Pauri Garhwal,0,Srinagar_2,16447.8030509926,Rudraprayag_3,12488.32168131682,unclassified,0.0,
Maile,046471,Pauri Garhwal,0,Srinagar_2,20229.442081710644,Rudraprayag_3,16834.500087782442,unclassified,0.0,
Ejaar,046488,Pauri Garhwal,0,Srinagar_2,17989.909511596423,Rudraprayag_3,12000.673139592562,tertiary,0.0,
Nao Gaon,046436,Pauri Garhwal,0,Srinagar_2,12594.905976524955,Rudraprayag_3,12743.891227979613,unclassified,0.0,
Masaun Thapliyal,048005,Pauri Garhwal,0,Srinagar_2,19114.713879555475,Rudraprayag_3,24742.62575022134,tertiary,0.0,
Goda,046437,Pauri Garhwal,0,Srinagar_2,14787.96421899504,Rudraprayag_3,12977.694761511846,unclassified,0.0,
Koti,046461,Pauri Garhwal,0,Srinagar_2,20254.183367867467,Rudraprayag_3,15105.498311076433,unclassified,0.0,
Sedang,046443,Pauri Garhwal,0,Srinagar_2,17540.411146110186,Rudraprayag_3,12824.389942015961,unclassified,0.0,
Nayangarh,046447,Pauri Garhwal,0,Srinagar_2,14268.71382680827,Rudraprayag_3,13899.819769385324,unclassified,0.0,
Bharikh,046465,Pauri Garhwal,0,Srinagar_2,18892.952731560064,Rudraprayag_3,15382.285479468368,unclassified,0.4944072863312363,
Markhola,046472,Pauri Garhwal,0,Srinagar_2,21324.632892206737,Rudraprayag_3,17492.75290700128,unclassified,0.0,
Banas,046453,Pauri Garhwal,0,Srinagar_2,19841.77286106828,Rudraprayag_3,13942.705308363058,unclassified,0.0,
Dekholi Or Dev Kholi,046446,Pauri Garhwal,0,Srinagar_2,15725.623421212982,Rudraprayag_3,14078.205658393561,track,0.0,
Kando Padal,046456,Pauri Garhwal,0,Srinagar_2,20681.5702814346,Rudraprayag_3,14750.881580298366,unclassified,0.0,
Dang,046451,Pauri Garhwal,0,Srinagar_2,18464.613544158827,Rudraprayag_3,14234.85509217074,tertiary,0.0,
Paithani,046452,Pauri Garhwal,0,Srinagar_2,18693.235808394114,Rudraprayag_3,13764.984193154789,tertiary,0.0,
Sarna,046489,Pauri Garhwal,0,Srinagar_2,19274.183765466994,Rudraprayag_3,12812.224384006706,tertiary,0.0,
Banjkot,046473,Pauri Garhwal,0,Srinagar_2,22054.08950509263,Rudraprayag_3,17818.353711506756,tertiary,0.0,
Talsera,046467,Pauri Garhwal,0,Srinagar_2,20653.12427312405,Rudraprayag_3,15783.891151276317,tertiary,0.0,
Guliyari,046498,Pauri Garhwal,0,Srinagar_2,21227.01554249264,Rudraprayag_3,16356.718701915415,tertiary,0.0,
Khand Gaon,046444,Pauri Garhwal,0,Srinagar_2,17220.210094622704,Rudraprayag_3,13070.005058722969,unclassified,0.0,
Kanakot,046448,Pauri Garhwal,0,Srinagar_2,17457.271231423645,Rudraprayag_3,13711.863487515117,unclassified,0.0,
Bhatkot,046450,Pauri Garhwal,0,Srinagar_2,18308.469173016172,Rudraprayag_3,13647.229867922355,tertiary,0.0,
Serabans Kot,046449,Pauri Garhwal,0,Srinagar_2,17640.886781975074,Rudraprayag_3,13970.337911292614,unclassified,0.0,
Kandoya Gonth Or Kandai,046470,Pauri Garhwal,0,Srinagar_2,21569.330108342914,Rudraprayag_3,16879.034486597095,tertiary,0.0,
Silkhola Urf Bahedi,046442,Pauri Garhwal,0,Srinagar_2,18016.803585211987,Rudraprayag_3,12911.02313541279,tertiary,0.0,
Siloli,046459,Pauri Garhwal,0,Srinagar_2,18788.002678018074,Rudraprayag_3,13982.58917608083,tertiary,0.0,
Bidoli,046475,Pauri Garhwal,0,Srinagar_2,22346.870224553906,Rudraprayag_3,18691.004885312614,unclassified,819.6784528080806,
Dungri,046316,Pauri Garhwal,0,Srinagar_2,16294.080292606592,Rudraprayag_3,15127.580908169832,unclassified,0.0,
Nalaee,046438,Pauri Garhwal,0,Srinagar_2,15577.436652135151,Rudraprayag_3,12603.039898944377,unclassified,0.0,
Choya,046435,Pauri Garhwal,0,Srinagar_2,12995.454555849123,Rudraprayag_3,12395.494191969505,unclassified,0.0,
Jaakh,046464,Pauri Garhwal,0,Srinagar_2,19707.67407519393,Rudraprayag_3,15502.478595844725,tertiary,0.0,
Odali,046317,Pauri Garhwal,0,Srinagar_2,16685.203486803955,Rudraprayag_3,14728.617452509025,track,0.0,
Aksoda,046469,Pauri Garhwal,0,Srinagar_2,20777.713538918135,Rudraprayag_3,16898.408433464134,unclassified,84.43839755036144,
Chula,046300,Pauri Garhwal,0,Srinagar_2,12179.365290129412,Rudraprayag_3,16651.296815275105,tertiary,0.0,
Ulli,046293,Pauri Garhwal,0,Srinagar_2,9770.219379607635,Rudraprayag_3,15895.459519269018,tertiary,0.0,
Kaloun,046355,Pauri Garhwal,0,Srinagar_2,22307.656881334573,Rudraprayag_3,22395.43726786737,unclassified,0.0,
Saniyon,046404,Pauri Garhwal,0,Srinagar_2,20040.77626952055,Rudraprayag_3,23383.332295127493,unclassified,0.0,
Gwal Khera,046356,Pauri Garhwal,0,Srinagar_2,22553.22506957893,Rudraprayag_3,21491.149530624087,unclassified,0.0,
Naugaon Talla,046372,Pauri Garhwal,0,Srinagar_2,17504.31694984933,Rudraprayag_3,24824.986971086895,unclassified,0.0,
Pabo,046290,Pauri Garhwal,0,Srinagar_2,15419.46215185625,Rudraprayag_3,20514.21191978503,trunk,0.0,
Dhaur,046337,Pauri Garhwal,2,Srinagar_2,18379.31033439311,Rudraprayag_3,19031.08114609566,trunk,0.0,
Oda Gadh,046326,Pauri Garhwal,0,Srinagar_2,17427.098977205667,Rudraprayag_3,17210.604125044647,unclassified,0.0,
Pipal Dhar,046274,Pauri Garhwal,0,Srinagar_2,12737.876909026356,Rudraprayag_3,19456.542782228764,tertiary,41.96656509965887,
Luneta,045489,Pauri Garhwal,0,Srinagar_2,8162.328473933069,Rudraprayag_3,16113.767785202619,tertiary,0.0,
Pali,046251,Pauri Garhwal,0,Srinagar_2,16117.771484484885,Rudraprayag_3,26044.003674587202,residential,0.0,
Pandali,046378,Pauri Garhwal,0,Srinagar_2,18764.86411119193,Rudraprayag_3,24432.8219754803,tertiary,0.0,
Pali Gaon,046269,Pauri Garhwal,0,Srinagar_2,12202.090085528132,Rudraprayag_3,19240.264906140088,tertiary,0.0,
Bagar,046329,Pauri Garhwal,0,Srinagar_2,18290.196935712556,Rudraprayag_3,17590.49216102711,unclassified,0.0,
Bar Sudi,046280,Pauri Garhwal,0,Srinagar_2,14010.312627016408,Rudraprayag_3,18687.625135051934,track,319.7164654245868,
Bhantunda,046282,Pauri Garhwal,0,Srinagar_2,14275.084420814124,Rudraprayag_3,19647.30149726875,tertiary,0.0,
Kota,046291,Pauri Garhwal,0,Srinagar_2,15250.784443566354,Rudraprayag_3,20786.417523224893,unclassified,0.0,
Barsudi,046332,Pauri Garhwal,0,Srinagar_2,17524.842536452186,Rudraprayag_3,18473.06615833943,trunk,0.0,
Kanderi,046375,Pauri Garhwal,0,Srinagar_2,18145.2443420093,Rudraprayag_3,24417.956418853293,unclassified,0.0,
Andriyoun,046235,Pauri Garhwal,0,Srinagar_2,15169.458950454149,Rudraprayag_3,25274.806687480166,tertiary,0.0,
Simalth,046314,Pauri Garhwal,0,Srinagar_2,15282.835951457158,Rudraprayag_3,15584.486934945635,tertiary,0.0,
Dang,046040,Pauri Garhwal,0,Srinagar_2,18975.93464750459,Rudraprayag_3,28411.821003522437,trunk,0.0,
Pokhari,045479,Pauri Garhwal,0,Srinagar_2,8198.13240832403,Rudraprayag_3,18958.58593031792,tertiary,0.0,
Jairaj,046236,Pauri Garhwal,0,Srinagar_2,15279.324986759533,Rudraprayag_3,24709.18383042273,tertiary,265.476174729692,
Kandara,046238,Pauri Garhwal,0,Srinagar_2,15533.024304620834,Rudraprayag_3,24898.242656860533,residential,210.14377694244143,
Kolri,046039,Pauri Garhwal,0,Srinagar_2,18532.479354550018,Rudraprayag_3,27668.051777368873,unclassified,0.0,
Buransi,046357,Pauri Garhwal,1,Srinagar_2,22876.345143882125,Rudraprayag_3,21527.11791396004,trunk,0.0,
Shri Kot,046381,Pauri Garhwal,0,Srinagar_2,17086.772238859823,Rudraprayag_3,25533.146590199016,unclassified,0.0,
Chaundi,046287,Pauri Garhwal,0,Srinagar_2,14759.854287883534,Rudraprayag_3,18269.660037522437,trunk,0.0,
Kal Garhi,046333,Pauri Garhwal,0,Srinagar_2,16762.78678459372,Rudraprayag_3,19455.896621199125,tertiary,0.0,
Khanduli,046320,Pauri Garhwal,0,Srinagar_2,16819.95663651701,Rudraprayag_3,15465.199893790083,tertiary,0.0,
Dhar Kot,046401,Pauri Garhwal,0,Srinagar_2,19255.426643353865,Rudraprayag_3,23137.94086314355,unclassified,0.0,
Manda Khal,046271,Pauri Garhwal,0,Srinagar_2,11893.982327503925,Rudraprayag_3,20916.777203639096,tertiary,0.0,
Siku,046370,Pauri Garhwal,0,Srinagar_2,16022.59864219147,Rudraprayag_3,23731.953667720743,tertiary,0.0,
Barsila,046328,Pauri Garhwal,0,Srinagar_2,18103.319682479214,Rudraprayag_3,16658.441382329715,unclassified,0.0,
Pali Gaon,046260,Pauri Garhwal,0,Srinagar_2,17071.016357272056,Rudraprayag_3,25744.26116896867,tertiary,0.0,
Bisald,046286,Pauri Garhwal,0,Srinagar_2,14621.669350022943,Rudraprayag_3,19182.18556903989,tertiary,0.0,
Chimoli,046273,Pauri Garhwal,0,Srinagar_2,12863.908193562062,Rudraprayag_3,19940.057674791497,trunk,0.0,
Tyothiya,046239,Pauri Garhwal,1,Srinagar_2,15611.72036152825,Rudraprayag_3,25497.86395184303,residential,0.0,
Kamedi,046281,Pauri Garhwal,0,Srinagar_2,14311.525069444528,Rudraprayag_3,19339.004584943505,tertiary,0.0,
Kulyani,046358,Pauri Garhwal,0,Srinagar_2,23095.299505983698,Rudraprayag_3,21143.945877522096,unclassified,0.0,
Gothali,046315,Pauri Garhwal,0,Srinagar_2,15328.201806674313,Rudraprayag_3,15323.545181303962,unclassified,0.0,
Jhangroli Lagga Tal,046400,Pauri Garhwal,0,Srinagar_2,18549.105196262743,Rudraprayag_3,22787.015943289025,unclassified,0.0,
Beda Jagar,046369,Pauri Garhwal,0,Srinagar_2,15864.110914510115,Rudraprayag_3,22852.112842849536,unclassified,0.0,
Dhandri Dobhal,046207,Pauri Garhwal,0,Srinagar_2,10303.977630068479,Rudraprayag_3,21706.623166545658,tertiary,0.0,
Uniyal Gaon,046205,Pauri Garhwal,0,Srinagar_2,9866.871376403455,Rudraprayag_3,20975.851006565954,trunk,0.0,
Timali,046371,Pauri Garhwal,0,Srinagar_2,17585.913241803628,Rudraprayag_3,25187.803657191154,unclassified,0.0,
Chorkandi,046383,Pauri Garhwal,0,Srinagar_2,18335.067130840238,Rudraprayag_3,25970.141120487246,unclassified,0.0,
Jitoli,046319,Pauri Garhwal,0,Srinagar_2,17132.64404226151,Rudraprayag_3,15427.805661869168,tertiary,0.0,
Uregi,046248,Pauri Garhwal,0,Srinagar_2,16045.759437354882,Rudraprayag_3,24669.58486669417,tertiary,0.0,
Garh Ka Margaon,046257,Pauri Garhwal,0,Srinagar_2,16933.75286966507,Rudraprayag_3,26537.87022301648,unclassified,41.85244936694248,
Ghunna,046306,Pauri Garhwal,0,Srinagar_2,14493.115438045512,Rudraprayag_3,16783.431287859097,unclassified,0.0,
Ratkoti,046299,Pauri Garhwal,0,Srinagar_2,12039.620942514848,Rudraprayag_3,14340.838648115554,tertiary,0.0,
Bhargari,046353,Pauri Garhwal,0,Srinagar_2,21843.84516858392,Rudraprayag_3,23630.597439178127,tertiary,41.67609182287751,
Karan Dhar,046321,Pauri Garhwal,0,Srinagar_2,17112.6885357503,Rudraprayag_3,16261.698128229811,tertiary,0.0,
Sila Fanat,046309,Pauri Garhwal,0,Srinagar_2,15774.805113657896,Rudraprayag_3,18697.714081740705,tertiary,0.0,
Kushali,045491,Pauri Garhwal,0,Srinagar_2,8254.686127195746,Rudraprayag_3,16650.666511087657,tertiary,28.06698707563934,
Shri Kot,046203,Pauri Garhwal,0,Srinagar_2,9129.213032008342,Rudraprayag_3,19741.806875630456,trunk,117.50003033133052,
Sakhlyana Talla,046338,Pauri Garhwal,0,Srinagar_2,19047.643270985653,Rudraprayag_3,18996.822339354174,track,0.0,
Bayal Gaon,046217,Pauri Garhwal,0,Srinagar_2,10996.484364981523,Rudraprayag_3,21572.02711627282,tertiary,0.0,
Gahar,046223,Pauri Garhwal,0,Srinagar_2,13133.699917781982,Rudraprayag_3,23359.57771191572,tertiary,0.0,
Raltham,046285,Pauri Garhwal,0,Srinagar_2,14687.889078434617,Rudraprayag_3,19768.222094141354,tertiary,0.0,
Nai,046330,Pauri Garhwal,0,Srinagar_2,19058.33748674584,Rudraprayag_3,17456.24851362195,unclassified,0.0,
Ayal,046259,Pauri Garhwal,0,Srinagar_2,17460.799110091608,Rudraprayag_3,26977.56597998215,tertiary,0.0,
Pokhari Gaon,046278,Pauri Garhwal,0,Srinagar_2,13622.466892979646,Rudraprayag_3,19002.00766649083,tertiary,0.0,
Rawat Gaon,046213,Pauri Garhwal,1,Srinagar_2,10583.406183601275,Rudraprayag_3,21017.379145489987,unclassified,0.0,
Nau Gaon Malla,046374,Pauri Garhwal,0,Srinagar_2,18208.11402367628,Rudraprayag_3,24952.64553281263,unclassified,0.0,
Kholi Dhar,046344,Pauri Garhwal,0,Srinagar_2,20974.57519437212,Rudraprayag_3,20283.29310652243,unclassified,0.0,
Chair Talla,046376,Pauri Garhwal,0,Srinagar_2,16641.357402588834,Rudraprayag_3,22618.226510010536,unclassified,0.0,
Gawar,046377,Pauri Garhwal,0,Srinagar_2,17716.503248745645,Rudraprayag_3,22753.218137234966,tertiary,0.0,
Dandal Gaon,046215,Pauri Garhwal,0,Srinagar_2,11812.769181186115,Rudraprayag_3,23056.569417020204,tertiary,0.0,
Banekh,046340,Pauri Garhwal,0,Srinagar_2,18940.90184539335,Rudraprayag_3,19584.648208214592,trunk,0.0,
Chourikh,046349,Pauri Garhwal,0,Srinagar_2,21149.423899587408,Rudraprayag_3,20897.08209288392,unclassified,0.0,
Kui,046335,Pauri Garhwal,0,Srinagar_2,17558.628184946512,Rudraprayag_3,18989.07147872811,unclassified,0.0,
Tal,046399,Pauri Garhwal,0,Srinagar_2,18092.83687182191,Rudraprayag_3,21947.69207070556,unclassified,0.0,
Jawadi,046322,Pauri Garhwal,0,Srinagar_2,16687.838306154896,Rudraprayag_3,16268.45426729498,unclassified,0.0,
Dhari Gaon,045492,Pauri Garhwal,0,Srinagar_2,8352.46302831656,Rudraprayag_3,17407.84931322652,tertiary,0.0,
Budani,046297,Pauri Garhwal,0,Srinagar_2,10751.714845257173,Rudraprayag_3,13436.125858181971,tertiary,0.0,
Manj Kholi,046379,Pauri Garhwal,0,Srinagar_2,18789.934759970765,Rudraprayag_3,25208.93300894662,tertiary,0.0,
Jaspur,046038,Pauri Garhwal,0,Srinagar_2,18340.679405564097,Rudraprayag_3,26741.21378040408,unclassified,0.0,
Bajwar,046347,Pauri Garhwal,0,Srinagar_2,20774.767428355808,Rudraprayag_3,22235.25324469801,tertiary,0.0,
Khal Khet,046325,Pauri Garhwal,0,Srinagar_2,16807.37624613978,Rudraprayag_3,17682.81396468745,tertiary,0.0,
Simtolikhalsa,046384,Pauri Garhwal,0,Srinagar_2,19219.491292537772,Rudraprayag_3,26552.533939044428,unclassified,0.0,
Kyari,046289,Pauri Garhwal,0,Srinagar_2,15206.228589210705,Rudraprayag_3,19883.94013773649,trunk,0.0,
Moltha,046284,Pauri Garhwal,0,Srinagar_2,14791.973581511542,Rudraprayag_3,20136.220339690266,tertiary,0.0,
Dungari,046250,Pauri Garhwal,0,Srinagar_2,16439.048221915946,Rudraprayag_3,26195.427702367444,unclassified,0.0,
Mathi Gaon,046398,Pauri Garhwal,0,Srinagar_2,17526.664566135114,Rudraprayag_3,21616.12159543532,unclassified,0.0,
Dobliya Talla,046227,Pauri Garhwal,0,Srinagar_2,14586.524371724661,Rudraprayag_3,24187.31343025123,tertiary,100.90024149659726,
Bidoli,046305,Pauri Garhwal,0,Srinagar_2,13545.824988692348,Rudraprayag_3,17005.95021899333,tertiary,0.0,
Chair Malla,046368,Pauri Garhwal,0,Srinagar_2,15987.930955818787,Rudraprayag_3,22377.66928050496,unclassified,0.0,
Markhola,046405,Pauri Garhwal,0,Srinagar_2,20297.937901825604,Rudraprayag_3,23995.1927427182,unclassified,0.0,
Chouphinda,046351,Pauri Garhwal,0,Srinagar_2,21888.286830088287,Rudraprayag_3,21170.096138248595,trunk,0.0,
Nakot,046237,Pauri Garhwal,0,Srinagar_2,15190.77084713208,Rudraprayag_3,24221.989457012052,tertiary,0.0,
Thali,046206,Pauri Garhwal,0,Srinagar_2,10087.223087121723,Rudraprayag_3,21706.623166545658,tertiary,0.0,
Khati Ghar,046279,Pauri Garhwal,0,Srinagar_2,13207.579392476839,Rudraprayag_3,18102.314199387944,tertiary,0.0,
Dhandri Talli,046196,Pauri Garhwal,0,Srinagar_2,9064.869453214284,Rudraprayag_3,20901.36287005407,tertiary,0.0,
Dobh,046202,Pauri Garhwal,0,Srinagar_2,8779.836519342702,Rudraprayag_3,19632.158809690132,residential,0.0,
Saulagarh,046249,Pauri Garhwal,0,Srinagar_2,16407.098613324906,Rudraprayag_3,25459.339425792263,tertiary,0.0,
Bangwari,046212,Pauri Garhwal,1,Srinagar_2,10537.849269684171,Rudraprayag_3,20515.98170178319,trunk,0.0,
Bhatti Gaon,046268,Pauri Garhwal,0,Srinagar_2,11576.572808636372,Rudraprayag_3,18975.721882147493,tertiary,0.0,
Sakanyana Malla,046364,Pauri Garhwal,0,Srinagar_2,24302.887506125553,Rudraprayag_3,22922.286202390125,unclassified,0.0,
Bhainswara,046366,Pauri Garhwal,1,Srinagar_2,14148.71253048517,Rudraprayag_3,22039.09291661694,tertiary,0.0,
Pasina,046304,Pauri Garhwal,0,Srinagar_2,13517.990844923752,Rudraprayag_3,16132.379653474125,tertiary,0.0,
Dabar Sera,046204,Pauri Garhwal,1,Srinagar_2,9497.794057579082,Rudraprayag_3,20374.84674159299,tertiary,0.0,
P 2,045584,Pauri Garhwal,1,Srinagar_2,7031.133334423572,Rudraprayag_3,12627.210367495065,tertiary,0.0,
Dhumka,046345,Pauri Garhwal,0,Srinagar_2,20503.50765671732,Rudraprayag_3,20969.33722306891,path,0.0,
Pali Gunth,046313,Pauri Garhwal,0,Srinagar_2,16646.0929402787,Rudraprayag_3,21109.217344505272,unclassified,0.0,
Timleth,046334,Pauri Garhwal,0,Srinagar_2,17130.639576542235,Rudraprayag_3,19743.56815966425,tertiary,0.0,
Dhonr Kholi,046331,Pauri Garhwal,0,Srinagar_2,18099.192603766303,Rudraprayag_3,18387.358314947724,trunk,0.0,
Nauselu,046246,Pauri Garhwal,0,Srinagar_2,15883.238058065182,Rudraprayag_3,25613.055437812996,residential,5.072507936001111,
Undalkha,046361,Pauri Garhwal,0,Srinagar_2,23042.76107551929,Rudraprayag_3,22669.88645750306,trunk,48.24057149402382,
Basai,046053,Pauri Garhwal,0,Srinagar_2,18747.024682261985,Rudraprayag_3,26982.257403433297,unclassified,0.0,
Bhimali Malli,046222,Pauri Garhwal,0,Srinagar_2,12744.766683981634,Rudraprayag_3,23094.110055477744,tertiary,0.0,
Sim Kheth,046288,Pauri Garhwal,1,Srinagar_2,15359.849377769953,Rudraprayag_3,19268.080656391598,trunk,0.0,
Dobuliya Malla,046228,Pauri Garhwal,0,Srinagar_2,14600.315032969726,Rudraprayag_3,24477.7353701266,tertiary,0.0,
Dumlot,046336,Pauri Garhwal,0,Srinagar_2,18555.087079956575,Rudraprayag_3,20264.133435350665,tertiary,0.0,
Kandali,046247,Pauri Garhwal,0,Srinagar_2,15822.476735909777,Rudraprayag_3,25121.24633365127,tertiary,0.0,
Saplodi,046275,Pauri Garhwal,0,Srinagar_2,12322.88284739172,Rudraprayag_3,18774.48516087372,tertiary,0.0,
Kund,046380,Pauri Garhwal,0,Srinagar_2,18808.197046837402,Rudraprayag_3,25678.70229620791,unclassified,0.0,
Chopdiun,046277,Pauri Garhwal,0,Srinagar_2,13282.668346705366,Rudraprayag_3,19618.45037532912,trunk,0.0,
Nishni,046298,Pauri Garhwal,0,Srinagar_2,10919.26702862232,Rudraprayag_3,14496.700824552576,tertiary,0.0,
Chapa Lori,046348,Pauri Garhwal,0,Srinagar_2,21013.102941144753,Rudraprayag_3,21342.2453268023,trunk,0.0,
Godi Malli,046209,Pauri Garhwal,0,Srinagar_2,10269.41443941081,Rudraprayag_3,21095.84742567767,tertiary,0.0,
Sigauri,045493,Pauri Garhwal,0,Srinagar_2,8669.356671043017,Rudraprayag_3,17073.212283322762,tertiary,103.23109252828789,
Ladoli,046310,Pauri Garhwal,0,Srinagar_2,16229.888319422684,Rudraprayag_3,19022.54192427209,tertiary,0.0,
Chamkot,046225,Pauri Garhwal,0,Srinagar_2,13760.626625274377,Rudraprayag_3,23630.30593397691,tertiary,0.0,
Dhikwali,046311,Pauri Garhwal,0,Srinagar_2,15734.348759349627,Rudraprayag_3,19596.645172542994,unclassified,12.302742433836668,
Bunga,046323,Pauri Garhwal,0,Srinagar_2,16266.0967733833,Rudraprayag_3,16455.27955191239,unclassified,0.0,
Patal Khani,046292,Pauri Garhwal,0,Srinagar_2,16158.878443251806,Rudraprayag_3,21255.45824684512,unclassified,0.0,
Kmeda,046245,Pauri Garhwal,1,Srinagar_2,15853.230832081272,Rudraprayag_3,26050.17278221333,residential,0.0,
