village,vlcode,district,landslide_count,rainfall_station,rainfall_distance_m,river_station,river_distance_m,highway,road_distance_m,mean_slope_deg
Milai,046324,Pauri Garhwal,0,Srinagar_2,16096.891664811954,Rudraprayag_3,18007.661214717584,trunk,0.0,
Thapla,046301,Pauri Garhwal,0,Srinagar_2,12930.96863944103,Rudraprayag_3,17774.016737110578,tertiary,653.845729665404,
Bharsar,046365,Pauri Garhwal,0,Srinagar_2,25015.656364723014,Rudraprayag_3,23528.73204672188,unclassified,0.0,
Kulmori,046272,Pauri Garhwal,0,Srinagar_2,12660.05001874948,Rudraprayag_3,20005.96516058023,trunk,0.0,
Dhumki,046350,Pauri Garhwal,0,Srinagar_2,21571.716087888035,Rudraprayag_3,20147.411805318683,unclassified,0.0,
Kimdang,046303,Pauri Garhwal,0,Srinagar_2,12273.496532775027,Rudraprayag_3,13673.716846480465,unclassified,0.0,
Dhulet,046359,Pauri Garhwal,3,Srinagar_2,23754.74778337939,Rudraprayag_3,22323.23346190744,unclassified,0.0,
Pokhri,046341,Pauri Garhwal,0,Srinagar_2,19780.371444194025,Rudraprayag_3,20453.984945738066,trunk,0.0,
Kandai,046037,Pauri Garhwal,0,Srinagar_2,17664.83188369201,Rudraprayag_3,26352.62217219014,unclassified,0.0,
Kalun,046367,Pauri Garhwal,0,Srinagar_2,14304.958304069523,Rudraprayag_3,21488.274636510912,unclassified,0.0,
Godi,046208,Pauri Garhwal,0,Srinagar_2,11052.632612549596,Rudraprayag_3,22438.502530468824,trunk,0.0,
Nisni,046224,Pauri Garhwal,0,Srinagar_2,11703.342833074215,Rudraprayag_3,21517.931667370136,tertiary,0.0,
Balibou,046406,Pauri Garhwal,0,Srinagar_2,20224.957216154446,Rudraprayag_3,24450.02914747749,unclassified,0.0,
Chopada,046312,Pauri Garhwal,0,Srinagar_2,16061.176804488357,Rudraprayag_3,20212.43799510209,unclassified,0.0,
Kotli,046283,Pauri Garhwal,0,Srinagar_2,14272.299126831505,Rudraprayag_3,20524.23842014665,unclassified,0.0,
Mankholi,046342,Pauri Garhwal,0,Srinagar_2,19549.46829440701,Rudraprayag_3,19569.829555209275,path,0.0,
Sarai Khet,045494,Pauri Garhwal,0,Srinagar_2,8514.111135734633,Rudraprayag_3,18630.393606307953,tertiary,610.108202864435,
Shikar Dev,046307,Pauri Garhwal,1,Srinagar_2,15316.881525607012,Rudraprayag_3,18245.827565456682,trunk,0.0,
Dhar Garhi,046302,Pauri Garhwal,1,Srinagar_2,13201.486880710781,Rudraprayag_3,15672.507552840068,tertiary,0.0,
Dhanak,046192,Pauri Garhwal,0,Srinagar_2,8401.61844924849,Rudraprayag_3,20533.101901728045,tertiary,0.0,
Dyulda,046261,Pauri Garhwal,0,Srinagar_2,18286.68810227235,Rudraprayag_3,27672.622386352847,unclassified,0.0,
Phaldari,046343,Pauri Garhwal,0,Srinagar_2,20400.791306512845,Rudraprayag_3,19481.351874571446,unclassified,0.0,
Sankar,046327,Pauri Garhwal,0,Srinagar_2,17600.100347001466,Rudraprayag_3,16825.197446681846,unclassified,0.0,
Sarna,046267,Pauri Garhwal,0,Srinagar_2,11104.954637301518,Rudraprayag_3,18142.106621679373,tertiary,0.0,
Bhains Kot,046276,Pauri Garhwal,0,Srinagar_2,12976.314970045589,Rudraprayag_3,18846.606647794822,tertiary,0.0,
Malli,046210,Pauri Garhwal,0,Srinagar_2,9910.585105240232,Rudraprayag_3,20557.921842038962,trunk,0.0,
Chaani,046270,Pauri Garhwal,0,Srinagar_2,11594.939188461314,Rudraprayag_3,19455.216473891687,tertiary,0.0,
Pipali,046403,Pauri Garhwal,0,Srinagar_2,19641.790305438426,Rudraprayag_3,23266.08270795365,unclassified,0.0,
Maroda,046294,Pauri Garhwal,0,Srinagar_2,10919.069374786795,Rudraprayag_3,16487.353669537653,unclassified,0.0,
Shukra,046296,Pauri Garhwal,0,Srinagar_2,10196.613022452211,Rudraprayag_3,14328.682473346367,tertiary,0.0,
Bhawain,046373,Pauri Garhwal,0,Srinagar_2,18142.56241696127,Rudraprayag_3,25362.77610897163,unclassified,0.0,
Barsori,046211,Pauri Garhwal,0,Srinagar_2,9473.737974351017,Rudraprayag_3,19865.99171625068,trunk,138.98218301234374,
Chandola Rai Goonth,046216,Pauri Garhwal,0,Srinagar_2,11588.41946594467,Rudraprayag_3,22023.416839791847,secondary,0.0,
Gaduwagad,046195,Pauri Garhwal,0,Srinagar_2,8436.655665114136,Rudraprayag_3,20255.626289830663,residential,0.0,
Salana,046346,Pauri Garhwal,0,Srinagar_2,19868.759739904595,Rudraprayag_3,21714.69804721479,tertiary,0.0,
Kaldhung,046194,Pauri Garhwal,0,Srinagar_2,7990.712079051063,Rudraprayag_3,19488.430196943063,tertiary,0.0,
Nanda,046318,Pauri Garhwal,0,Srinagar_2,17399.603954824524,Rudraprayag_3,14724.83943929487,track,0.0,
Chandola Rai Khalsa,046218,Pauri Garhwal,0,Srinagar_2,11175.093885365055,Rudraprayag_3,21664.108707152962,trunk,0.0,
Kathur,045480,Pauri Garhwal,0,Srinagar_2,7768.4637544203515,Rudraprayag_3,18421.641809942725,tertiary,0.0,
Saiji,046360,Pauri Garhwal,0,Srinagar_2,23095.084455585293,Rudraprayag_3,22155.912794204844,trunk,0.0,
Olakamanda,046200,Pauri Garhwal,0,Srinagar_2,9627.110779700957,Rudraprayag_3,21010.95859854103,tertiary,0.0,
Kamand,046201,Pauri Garhwal,0,Srinagar_2,9171.90787928939,Rudraprayag_3,20911.03710048617,trunk,0.0,
Papad Toli,046308,Pauri Garhwal,0,Srinagar_2,15386.528163913932,Rudraprayag_3,18651.035847861403,trunk,45.750306748716504,
Silakot,041909,Chamoli,0,Gairsain (Ramganga),4387.66784644264,Karnaprayag (P),22426.868542311022,path,0.0,
Mehargaon,041910,Chamoli,0,Gairsain (Ramganga),2911.806981906553,Karnaprayag (P),22381.321826921387,path,291.6227891333267,
Paramghat Laga Chhapali,041906,Chamoli,0,Gairsain (Ramganga),5532.062398558658,Karnaprayag (P),21516.430490290903,path,0.0,
Ghandiyal Lagga Chhapali,041904,Chamoli,0,Gairsain (Ramganga),7316.395640246056,Karnaprayag (P),20880.0870276476,path,0.0,
Munyarhi,051497,Almora,0,Gairsain (Ramganga),10082.504835652546,Karnaprayag (P),31609.59621898143,tertiary,259.37633673996595,
Mansari,046610,Pauri Garhwal,0,Gairsain (Ramganga),14789.030955543469,Karnaprayag (P),31557.04212861505,primary,0.0,
Kolinda Malla,046655,Pauri Garhwal,0,Gairsain (Ramganga),24569.416900759497,Rudraprayag_3,34054.76589293299,trunk,0.0,
Jharpali,046562,Pauri Garhwal,0,Gairsain (Ramganga),22289.468002522004,Rudraprayag_3,28774.969047979543,trunk,0.0,
Kimwadi,046594,Pauri Garhwal,0,Gairsain (Ramganga),11749.72794642935,Karnaprayag (P),28360.526700859984,unclassified,306.7479353949699,
Dev Garh,045482,Pauri Garhwal,0,Srinagar_2,7199.573061749897,Rudraprayag_3,17414.17856345558,unclassified,319.50163911452955,
Sobara,046575,Pauri Garhwal,0,Gairsain (Ramganga),22549.446039344693,Rudraprayag_3,31962.147980361613,unclassified,89.42815097874836,
Bagwadi,046551,Pauri Garhwal,0,Gairsain (Ramganga),18383.569965196853,Karnaprayag (P),27333.47301391775,primary,0.0,
Sundar Gaon,046582,Pauri Garhwal,1,Gairsain (Ramganga),18583.66908386879,Karnaprayag (P),30409.614968892292,unclassified,0.0,
Bungi Dhar Urf Paniyal Gwad,046608,Pauri Garhwal,2,Gairsain (Ramganga),13167.122282039132,Karnaprayag (P),31054.24178263308,primary,0.0,
Bairgarh,046658,Pauri Garhwal,3,Gairsain (Ramganga),22245.867053815295,Karnaprayag (P),33707.57008291251,unclassified,0.0,
Kand Laga Kansuwa,041854,Chamoli,0,Gairsain (Ramganga),13344.466107768343,Karnaprayag (P),9859.709236459903,unclassified,0.0,
Paphadiyana,046565,Pauri Garhwal,0,Gairsain (Ramganga),23275.33666770264,Rudraprayag_3,29539.42723408749,trunk,0.0,
Mangrown,046613,Pauri Garhwal,0,Gairsain (Ramganga),11930.99038146113,Karnaprayag (P),30964.60726368566,tertiary,0.0,
Maroda,046547,Pauri Garhwal,0,Gairsain (Ramganga),15609.624079350338,Karnaprayag (P),24668.11089092697,path,74.57488927859603,
Kolinda Talla,046656,Pauri Garhwal,0,Gairsain (Ramganga),24272.253537928176,Rudraprayag_3,34214.67096651492,unclassified,555.6270444635339,
Kunaith,046548,Pauri Garhwal,0,Gairsain (Ramganga),16728.769843924303,Karnaprayag (P),25226.546434870626,path,503.21010226766975,
Bansi,046661,Pauri Garhwal,0,Gairsain (Ramganga),23416.669847215246,Rudraprayag_3,34971.46654600163,unclassified,0.0,
Jandariya Malla,046599,Pauri Garhwal,0,Gairsain (Ramganga),15038.405626658126,Karnaprayag (P),30601.68120431704,primary,0.0,
Dubchod,046616,Pauri Garhwal,1,Gairsain (Ramganga),9493.921361992667,Karnaprayag (P),30431.11644995448,tertiary,0.0,
Randola,046554,Pauri Garhwal,0,Gairsain (Ramganga),19755.97266833783,Karnaprayag (P),28503.71132552705,primary,0.0,
Dadoli Talli,046620,Pauri Garhwal,0,Gairsain (Ramganga),11691.359335899164,Karnaprayag (P),32165.417492992026,track,0.0,
Patou,046621,Pauri Garhwal,1,Gairsain (Ramganga),12326.027608279555,Karnaprayag (P),31969.433085618486,track,0.0,
Sansou,046601,Pauri Garhwal,0,Gairsain (Ramganga),15997.174916906737,Karnaprayag (P),31098.160284507685,primary,0.0,
Balalsera,046600,Pauri Garhwal,0,Gairsain (Ramganga),15178.036380922389,Karnaprayag (P),30208.453032472436,primary,0.0,
Jaspur,046660,Pauri Garhwal,0,Gairsain (Ramganga),22749.980680810888,Karnaprayag (P),34332.50713245093,unclassified,0.0,
Kundinagar,046546,Pauri Garhwal,0,Gairsain (Ramganga),18087.370151121726,Karnaprayag (P),25620.52937237673,primary,802.2855255258964,
Khaitali,046686,Pauri Garhwal,0,Gairsain (Ramganga),19697.007628213058,Karnaprayag (P),34053.14883069427,primary,0.0,
Raniyas,046591,Pauri Garhwal,0,Gairsain (Ramganga),14759.883655721025,Karnaprayag (P),29412.98434317856,unclassified,0.0,
Toiyun Lagga Kandae,046595,Pauri Garhwal,0,Gairsain (Ramganga),12674.663544794445,Karnaprayag (P),29370.136794324095,unclassified,283.9466848205314,
Dang,046585,Pauri Garhwal,0,Gairsain (Ramganga),12745.946004034982,Karnaprayag (P),27444.4776211131,path,0.0,
Gangaou,046573,Pauri Garhwal,0,Gairsain (Ramganga),24442.83567142517,Rudraprayag_3,31445.476095453432,trunk,0.0,
Pokhri,046609,Pauri Garhwal,0,Gairsain (Ramganga),13987.994284617263,Karnaprayag (P),31315.033272911554,primary,0.0,
Dadoli Malli,046615,Pauri Garhwal,0,Gairsain (Ramganga),10654.141833172043,Karnaprayag (P),31024.310993304494,tertiary,0.0,
Mandoli,046567,Pauri Garhwal,0,Gairsain (Ramganga),22202.710577110258,Rudraprayag_3,30138.99671447043,unclassified,95.00857185099264,
Jandriya Talla,046602,Pauri Garhwal,0,Gairsain (Ramganga),15442.833614099245,Karnaprayag (P),31420.142896355417,primary,85.46607610224574,
Byasi,046549,Pauri Garhwal,0,Gairsain (Ramganga),17745.390618393074,Karnaprayag (P),26457.73905581108,primary,125.04287407125516,
Daida,046581,Pauri Garhwal,0,Gairsain (Ramganga),20173.17646968369,Karnaprayag (P),30641.17353224624,unclassified,0.0,
Kafald,046561,Pauri Garhwal,0,Gairsain (Ramganga),23966.660549854816,Rudraprayag_3,27993.274911584733,unclassified,110.5190790905641,
Jallu,046545,Pauri Garhwal,0,Gairsain (Ramganga),21973.753829229823,Rudraprayag_3,26337.40466658502,trunk,0.0,
Dumdikot,046617,Pauri Garhwal,0,Gairsain (Ramganga),10079.499758686741,Karnaprayag (P),31333.190723674426,tertiary,0.0,
Bheswara Lagga Bharnou,046624,Pauri Garhwal,0,Gairsain (Ramganga),16671.30917392099,Karnaprayag (P),32880.906789349014,primary,0.0,
Jainti Khas,046587,Pauri Garhwal,0,Gairsain (Ramganga),12820.988833453834,Karnaprayag (P),27867.428520960075,unclassified,0.0,
Ghimidiya,046618,Pauri Garhwal,0,Gairsain (Ramganga),10536.122617100213,Karnaprayag (P),31903.698592861332,tertiary,11.857331195707678,
Pitrisain,046576,Pauri Garhwal,1,Gairsain (Ramganga),23634.57264434546,Rudraprayag_3,31925.468322404304,unclassified,0.0,
Ainthi,046557,Pauri Garhwal,0,Gairsain (Ramganga),19566.609577769468,Karnaprayag (P),29617.913256270494,unclassified,0.0,
Muse Thi Bangla,046559,Pauri Garhwal,0,Gairsain (Ramganga),23676.27868002181,Rudraprayag_3,26757.817248699892,unclassified,24.576365453332276,
Syunsal,046606,Pauri Garhwal,0,Gairsain (Ramganga),10905.100469404193,Karnaprayag (P),28334.58219693053,tertiary,411.01208138067597,
Musethi,046560,Pauri Garhwal,0,Gairsain (Ramganga),23874.776454529383,Rudraprayag_3,27518.824199612944,unclassified,27.689234484873676,
Toliyu Laga Jiwaye,046663,Pauri Garhwal,1,Gairsain (Ramganga),25987.57857669766,Rudraprayag_3,34472.118212203204,trunk,0.0,
Roulee,046552,Pauri Garhwal,1,Gairsain (Ramganga),19702.09189529789,Karnaprayag (P),27712.2286799708,unclassified,0.0,
Hansyudi,046564,Pauri Garhwal,0,Gairsain (Ramganga),24186.06115679901,Rudraprayag_3,29349.618680806743,unclassified,0.0,
Tewaliya,046586,Pauri Garhwal,0,Gairsain (Ramganga),11526.967250260539,Karnaprayag (P),27580.758863587296,unclassified,542.7345484520473,
Panaun,046580,Pauri Garhwal,1,Gairsain (Ramganga),23561.653454263742,Rudraprayag_3,33546.32207038611,unclassified,0.0,
Gwani Bagicha,046681,Pauri Garhwal,0,Gairsain (Ramganga),22372.673158916517,Karnaprayag (P),34294.48748387568,unclassified,0.0,
Pali Gaon Lagga Syunsal,046612,Pauri Garhwal,0,Gairsain (Ramganga),13418.07217846739,Karnaprayag (P),31657.662840112283,tertiary,0.0,
Majyur,046569,Pauri Garhwal,1,Gairsain (Ramganga),24052.884623827562,Rudraprayag_3,30709.85764499257,unclassified,0.0,
Maikholi,046589,Pauri Garhwal,0,Gairsain (Ramganga),15456.294670218556,Karnaprayag (P),29011.933687917066,primary,0.0,
Gadi Gaon,046605,Pauri Garhwal,0,Gairsain (Ramganga),13033.930266638265,Karnaprayag (P),30710.94913774369,tertiary,0.0,
Bapta Malla,046664,Pauri Garhwal,0,Gairsain (Ramganga),25756.101807530584,Rudraprayag_3,35443.84708499766,trunk,111.24193800010605,
Kota,046574,Pauri Garhwal,2,Gairsain (Ramganga),23071.212305474997,Rudraprayag_3,31390.30833301313,unclassified,0.0,
Pokhari,046566,Pauri Garhwal,0,Gairsain (Ramganga),23926.760178822402,Rudraprayag_3,30086.95086610632,unclassified,0.0,
Gwalthi,046622,Pauri Garhwal,3,Gairsain (Ramganga),13147.438076667511,Karnaprayag (P),31934.988429118635,track,0.0,
Routapali,046563,Pauri Garhwal,0,Gairsain (Ramganga),23612.12023597034,Rudraprayag_3,28834.346741432953,unclassified,0.0,
Paniyalyoun,046614,Pauri Garhwal,1,Gairsain (Ramganga),12129.015984117246,Karnaprayag (P),31322.46333627398,track,0.0,
Jakhola,046558,Pauri Garhwal,0,Gairsain (Ramganga),21186.55645670884,Karnaprayag (P),30468.180405393123,unclassified,381.7346999586521,
Rauta,046577,Pauri Garhwal,3,Gairsain (Ramganga),23323.073253795475,Rudraprayag_3,32837.450020486845,unclassified,0.0,
Rangaon,046556,Pauri Garhwal,0,Gairsain (Ramganga),18482.360325904323,Karnaprayag (P),28193.74518984918,primary,0.0,
Panchtoda,046631,Pauri Garhwal,0,Gairsain (Ramganga),11596.808128540855,Karnaprayag (P),32641.46746663141,track,178.03179277366655,
Basani,046619,Pauri Garhwal,0,Gairsain (Ramganga),11130.56918365603,Karnaprayag (P),32277.462597113295,tertiary,0.0,
Douriya,046555,Pauri Garhwal,0,Gairsain (Ramganga),19542.83163505603,Karnaprayag (P),28664.365170553567,primary,22.4742486994646,
Kathado,046657,Pauri Garhwal,0,Gairsain (Ramganga),24032.583804887006,Rudraprayag_3,34677.89614002562,unclassified,219.81625098164153,
Thapla,046683,Pauri Garhwal,0,Gairsain (Ramganga),21277.41639159674,Karnaprayag (P),34151.55850067945,unclassified,0.0,
Gwari,046578,Pauri Garhwal,1,Gairsain (Ramganga),25662.920577639994,Rudraprayag_3,32934.6602476931,unclassified,0.0,
Kandie,046603,Pauri Garhwal,0,Gairsain (Ramganga),14641.716899001722,Karnaprayag (P),31036.111270315458,primary,0.0,
Bankuda,046623,Pauri Garhwal,0,Gairsain (Ramganga),14148.054789739794,Karnaprayag (P),32333.659642768776,primary,0.0,
Ghuri,046550,Pauri Garhwal,0,Gairsain (Ramganga),17514.22378115491,Karnaprayag (P),26764.649979892485,path,0.0,
Langora,046668,Pauri Garhwal,0,Gairsain (Ramganga),23016.96752885868,Karnaprayag (P),35494.32361505968,unclassified,0.0,
Matoli,046607,Pauri Garhwal,0,Gairsain (Ramganga),11778.609749555764,Karnaprayag (P),30544.23758634173,tertiary,51.7987315153422,
Riksal,046628,Pauri Garhwal,0,Gairsain (Ramganga),13554.220063675642,Karnaprayag (P),32823.2789346361,tertiary,0.0,
Jaiti Chak I,046583,Pauri Garhwal,0,Gairsain (Ramganga),16951.059272738865,Karnaprayag (P),30046.986072763128,primary,0.0,
Banjoti,046611,Pauri Garhwal,0,Gairsain (Ramganga),14255.863295632229,Karnaprayag (P),31929.116299179797,primary,0.0,
Gadhsari,046579,Pauri Garhwal,0,Gairsain (Ramganga),25040.968467245166,Rudraprayag_3,33371.76953092749,footway,0.0,
Toulyun,046584,Pauri Garhwal,0,Gairsain (Ramganga),14992.225651048959,Karnaprayag (P),27779.12491665653,path,0.0,
Kaflekh,046592,Pauri Garhwal,0,Gairsain (Ramganga),14246.690648087102,Karnaprayag (P),29179.127482811113,unclassified,0.0,
Dan Kandae,046597,Pauri Garhwal,0,Gairsain (Ramganga),13081.0666303242,Karnaprayag (P),29871.484904578916,primary,0.0,
Jaiti Chak Ii,046588,Pauri Garhwal,0,Gairsain (Ramganga),14009.724145329345,Karnaprayag (P),28422.261961515793,unclassified,2.9557218575449746,
Kaproli,046544,Pauri Garhwal,0,Gairsain (Ramganga),22969.332177523203,Rudraprayag_3,25866.228594847486,trunk,0.0,
Devlou,046682,Pauri Garhwal,1,Gairsain (Ramganga),21778.234113532355,Karnaprayag (P),34426.97545906047,unclassified,0.0,
Jawadi Gad,046685,Pauri Garhwal,0,Gairsain (Ramganga),20371.15324865277,Karnaprayag (P),34213.6723623255,unclassified,462.0350389399946,
Masoun,046590,Pauri Garhwal,0,Gairsain (Ramganga),15750.214527059083,Karnaprayag (P),29633.733568475178,primary,0.0,
Soukyani,046659,Pauri Garhwal,0,Gairsain (Ramganga),20102.437698414138,Karnaprayag (P),33424.55620753712,primary,1109.491799984511,
Kainyur,046553,Pauri Garhwal,0,Gairsain (Ramganga),20909.50285507123,Karnaprayag (P),28614.526525691912,trunk,0.0,
Chanchriya,046662,Pauri Garhwal,0,Gairsain (Ramganga),24801.881031555444,Rudraprayag_3,35092.5859888442,trunk,274.7230742494721,
Chamali,046598,Pauri Garhwal,0,Gairsain (Ramganga),14279.332657691515,Karnaprayag (P),30490.4725697338,primary,0.0,
Than,046604,Pauri Garhwal,0,Gairsain (Ramganga),14106.033528776668,Karnaprayag (P),30960.782563886034,primary,0.0,
Pipal Kot,046596,Pauri Garhwal,0,Gairsain (Ramganga),10828.866353898304,Karnaprayag (P),27955.141137283907,tertiary,143.61552052547518,
Kulyani,046572,Pauri Garhwal,1,Gairsain (Ramganga),25872.88812414303,Rudraprayag_3,31877.551271712855,unclassified,0.0,
Bhandeli,046568,Pauri Garhwal,1,Gairsain (Ramganga),22492.35999882175,Rudraprayag_3,30875.647139472523,unclassified,0.0,
Chanda Chaunda,046593,Pauri Garhwal,0,Gairsain (Ramganga),13527.268119075436,Karnaprayag (P),29436.040000452886,unclassified,0.0,
Silapata,041885,Chamoli,0,Gairsain (Ramganga),8883.746932687525,Karnaprayag (P),13557.804759642839,unclassified,0.0,
Pajyana Malla,041881,Chamoli,0,Gairsain (Ramganga),9889.562564503594,Karnaprayag (P),13345.671909752342,unclassified,0.0,
Bunga,041855,Chamoli,0,Gairsain (Ramganga),12467.11522167237,Karnaprayag (P),11235.874577648396,unclassified,0.0,
Kansuwa,041847,Chamoli,0,Gairsain (Ramganga),14440.400447802158,Karnaprayag (P),9354.46826445892,unclassified,0.0,
Ruriya Tal,041902,Chamoli,0,Gairsain (Ramganga),6100.03824422892,Karnaprayag (P),18894.484797801222,unclassified,773.6266574218547,
Pandav,041857,Chamoli,0,Gairsain (Ramganga),10821.135070790257,Karnaprayag (P),13019.684385006527,path,0.0,
Burakholi,041856,Chamoli,0,Gairsain (Ramganga),11550.215120684668,Karnaprayag (P),12283.37208936097,unclassified,0.0,
Lal Nagari,041879,Chamoli,0,Gairsain (Ramganga),11777.414507745449,Karnaprayag (P),11240.49638961603,trunk,0.0,
Pindawali,041843,Chamoli,0,Gairsain (Ramganga),15572.332010930799,Karnaprayag (P),10000.277218281566,unclassified,0.0,
Bareth,041841,Chamoli,0,Gairsain (Ramganga),16657.75572688579,Karnaprayag (P),9957.98726320204,unclassified,0.0,
Chhina Kulari,041890,Chamoli,0,Gairsain (Ramganga),7875.83096946097,Karnaprayag (P),18749.504119552555,path,0.0,
Pyura,041880,Chamoli,0,Gairsain (Ramganga),10791.676334270634,Karnaprayag (P),11870.188111314957,trunk,0.0,
Majyari Malli,041844,Chamoli,0,Gairsain (Ramganga),14195.932842242173,Karnaprayag (P),11899.169259526243,unclassified,0.0,
Sugar,041886,Chamoli,0,Gairsain (Ramganga),9980.098945694346,Karnaprayag (P),12571.16558910302,unclassified,0.0,
Parawari,041894,Chamoli,0,Gairsain (Ramganga),5956.278738698037,Karnaprayag (P),15722.946907007761,tertiary,0.0,
Langtai,041882,Chamoli,0,Gairsain (Ramganga),8297.207992136742,Karnaprayag (P),14741.309346606253,unclassified,0.0,
Khet,041845,Chamoli,0,Gairsain (Ramganga),13469.283401174087,Karnaprayag (P),11326.755151814716,unclassified,0.0,
Malgur,041853,Chamoli,0,Gairsain (Ramganga),13229.277424328051,Karnaprayag (P),9459.222012723065,unclassified,0.0,
Kaira,041846,Chamoli,0,Gairsain (Ramganga),13839.54799904898,Karnaprayag (P),10770.016623429565,unclassified,0.0,
Ramara Malla,041891,Chamoli,0,Gairsain (Ramganga),7017.917877782121,Karnaprayag (P),17848.608971621914,path,0.0,
Ghandiyal Khalsa Laga Chapal,041903,Chamoli,0,Gairsain (Ramganga),6698.465476174724,Karnaprayag (P),19266.883535116704,path,0.0,
Majerasar,041905,Chamoli,0,Gairsain (Ramganga),5604.203458064145,Karnaprayag (P),20424.101766654192,path,0.0,
Khan Gwar Sera,041892,Chamoli,0,Gairsain (Ramganga),5908.52849639903,Karnaprayag (P),18345.7832505841,unclassified,204.00410625896825,
Koli Mali,042052,Chamoli,0,Gairsain (Ramganga),9773.856037093416,Karnaprayag (P),10328.056069169561,tertiary,0.0,
Ritha Mangari,041872,Chamoli,0,Gairsain (Ramganga),12350.710596255853,Karnaprayag (P),10652.835749019581,trunk,0.0,
Jaim,041870,Chamoli,0,Gairsain (Ramganga),13623.221194902759,Karnaprayag (P),9562.54117271898,trunk,0.0,
Syalkot,041869,Chamoli,0,Gairsain (Ramganga),13347.106549565777,Karnaprayag (P),9524.653130377894,trunk,0.0,
Bhalason Urf Jhurkande,041871,Chamoli,0,Gairsain (Ramganga),12710.309444143135,Karnaprayag (P),9904.17308209521,trunk,0.0,
Gewae,046505,Pauri Garhwal,0,Gairsain (Ramganga),21887.825786889734,Rudraprayag_3,19530.403161932063,tertiary,0.0,
Gweeth Gaon,046510,Pauri Garhwal,0,Srinagar_2,23290.41141272703,Rudraprayag_3,19173.68588635076,unclassified,179.69918577330802,
Bangali,046514,Pauri Garhwal,0,Gairsain (Ramganga),24194.06927946846,Rudraprayag_3,20215.851967313654,tertiary,231.6277899492674,
Dhari Gaon,046517,Pauri Garhwal,0,Gairsain (Ramganga),23444.031356500065,Rudraprayag_3,20724.75429451908,tertiary,0.0,
Rokhara,046511,Pauri Garhwal,0,Srinagar_2,23784.401517442195,Rudraprayag_3,19536.4361376056,tertiary,263.82776589780156,
Banganiyun,046495,Pauri Garhwal,0,Srinagar_2,21397.681030244454,Rudraprayag_3,13932.25149628392,tertiary,0.0,
Rikholi,046526,Pauri Garhwal,3,Gairsain (Ramganga),18829.01480644547,Karnaprayag (P),20311.176401523982,track,0.0,
